time,USD bal,BTC bal,BTC bid,BTC ask,BTC diff,LTC bid,LTC ask,LTC diff,DOGE bid,DOGE ask,DOGE diff
Fri Aug 29 09:57:52 2014 , -12.8174887186 , -0.0244246677386 , 495.17186 , 524.77638 , -0.05769983 , 93.82260 , 95.53510 , 0.0 , 3706304.40000 , 3891619.70000 , 123327.8803 
Fri Aug 29 13:01:29 2014 , -11.9082068091 , -0.0226920376743 , 495.18322 , 524.77468 , -0.05752041 , 92.81045 , 95.33968 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Fri Aug 29 16:05:05 2014 , -12.2670072231 , -0.0233710700028 , 495.19445 , 524.88000 , -0.05752041 , 93.13058 , 95.84798 , 0.0 , 3600000.00000 , 3891618.30000 , 122937.62399 
Fri Aug 29 19:08:40 2014 , -12.7654105342 , -0.0243209436241 , 495.20590 , 524.87316 , -0.05752041 , 92.79290 , 95.32700 , 0.0 , 3703000.00000 , 3891618.30000 , 122937.62399 
Fri Aug 29 22:12:14 2014 , -12.7655654586 , -0.0243209436241 , 495.21744 , 524.87953 , -0.05752041 , 92.75000 , 94.55103 , 0.0 , 3703000.00000 , 3891618.30000 , 122937.62399 
Sat Aug 30 01:15:48 2014 , -12.7655314092 , -0.0243209436241 , 495.22844 , 524.87813 , -0.05752041 , 91.10160 , 95.57000 , 0.0 , 3703000.00000 , 3891618.30000 , 122937.62399 
Sat Aug 30 04:19:24 2014 , -12.1213654136 , -0.0230937440829 , 495.23920 , 524.87658 , -0.05752041 , 92.87484 , 95.89999 , 0.0 , 3571000.00000 , 3891618.30000 , 122937.62399 
Sat Aug 30 07:22:59 2014 , -12.1214314617 , -0.0230937440829 , 495.24997 , 524.87944 , -0.05752041 , 94.13142 , 96.70000 , 0.0 , 3571000.00000 , 3890000.00000 , 122937.62399 
Sat Aug 30 10:26:33 2014 , -12.1214032874 , -0.0230937440829 , 495.26039 , 524.87822 , -0.05752041 , 94.33931 , 96.06142 , 0.0 , 3571000.00000 , 3890000.00000 , 122937.62399 
Sat Aug 30 13:30:11 2014 , -12.1213510955 , -0.0230937440829 , 495.26344 , 524.87596 , -0.05752041 , 96.50000 , 97.40499 , 0.0 , 3571000.00000 , 3890000.00000 , 122937.62399 
Sat Aug 30 16:33:45 2014 , -12.1188925355 , -0.0230937440829 , 495.26149 , 524.76950 , -0.05752041 , 97.20000 , 97.21300 , 0.0 , 3571000.00000 , 3700000.00000 , 122937.62399 
Sat Aug 30 19:37:21 2014 , -12.1072491316 , -0.0230937440829 , 495.26892 , 524.26532 , -0.05752041 , 97.20000 , 97.87000 , 0.0 , 3571000.00000 , 3891618.30000 , 122937.62399 
Sat Aug 30 22:40:55 2014 , -12.1072179551 , -0.0230937440829 , 495.27096 , 524.26397 , -0.05752041 , 96.50001 , 97.21765 , 0.0 , 3571000.00000 , 3850000.00000 , 122937.62399 
Sun Aug 31 01:44:29 2014 , -12.1071218851 , -0.0230937440829 , 495.27278 , 524.25981 , -0.05752041 , 96.50001 , 97.49999 , 0.0 , 3571000.00000 , 3891618.30000 , 122937.62399 
Sun Aug 31 04:48:04 2014 , -12.1070193489 , -0.0230937440829 , 495.00001 , 524.25537 , -0.05752041 , 97.98300 , 99.17099 , 0.0 , 3571000.00000 , 3891618.30000 , 122937.62399 
Sun Aug 31 07:51:39 2014 , -11.7776302748 , -0.0230937440829 , 495.00001 , 509.99224 , -0.05752041 , 96.62200 , 97.16200 , 0.0 , 3571000.00000 , 3891618.30000 , 122937.62399 
Sun Aug 31 10:55:16 2014 , -11.7774085749 , -0.0230937440829 , 495.00001 , 509.98264 , -0.05752041 , 96.59740 , 99.50000 , 0.0 , 3571000.00000 , 3891618.30000 , 122937.62399 
Sun Aug 31 13:58:53 2014 , -11.5727660736 , -0.0226920376743 , 490.01000 , 509.99237 , -0.05752041 , 96.50001 , 99.27000 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Sun Aug 31 14:42:29 2014 , -11.5727054859 , -0.0226920376743 , 490.01000 , 509.98970 , -0.05752041 , 96.59755 , 98.40000 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Sun Aug 31 16:45:25 2014 , -11.5725430109 , -0.0226920376743 , 490.01000 , 509.98254 , -0.05752041 , 96.59778 , 99.00000 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Sun Aug 31 19:49:00 2014 , -11.57293876 , -0.0226920376743 , 490.01000 , 509.99998 , -0.05752041 , 96.59665 , 98.70699 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Sun Aug 31 22:52:35 2014 , -11.5727095705 , -0.0226920376743 , 490.01000 , 509.98988 , -0.05752041 , 96.81901 , 98.29200 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Mon Sep 01 01:56:10 2014 , -11.5724819693 , -0.0226920376743 , 470.00002 , 509.97985 , -0.05752041 , 97.57000 , 98.75899 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Mon Sep 01 04:59:44 2014 , -11.5724787924 , -0.0226920376743 , 470.00006 , 509.97971 , -0.05752041 , 96.50001 , 98.49400 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Mon Sep 01 08:03:25 2014 , -11.57293876 , -0.0226920376743 , 470.00023 , 509.99998 , -0.05752041 , 96.55700 , 97.98630 , 0.0 , 3529812.50000 , 3891618.30000 , 122937.62399 
Mon Sep 01 11:07:03 2014 , -11.476351348 , -0.0218692976885 , 470.00035 , 524.77000 , -0.05737876 , 96.97801 , 98.17000 , 0.0 , 3448000.00000 , 3706303.10000 , 122436.62605 
Mon Sep 01 14:10:37 2014 , -11.476351348 , -0.0218692976885 , 470.00001 , 524.77000 , -0.05737876 , 96.59415 , 98.16963 , 0.0 , 3448000.00000 , 3706303.10000 , 122436.62605 
Mon Sep 01 17:14:13 2014 , -11.4763471928 , -0.0218692976885 , 470.00006 , 524.76981 , -0.05737876 , 96.87201 , 97.95799 , 0.0 , 3448000.00000 , 3706303.10000 , 122436.62605 
Mon Sep 01 18:12:11 2014 , -11.9047805262 , -0.022685712662 , 470.00061 , 524.76996 , -0.0575167 , 96.79300 , 98.05099 , 0.0 , 3529812.40000 , 3891618.20000 , 122946.85101 
Mon Sep 01 21:15:45 2014 , -11.9047771233 , -0.022685712662 , 470.00238 , 524.76981 , -0.0575167 , 98.74239 , 100.56408 , 0.0 , 3529812.40000 , 3850000.00000 , 122946.85101 
Tue Sep 02 00:19:21 2014 , -11.9045198674 , -0.022685712662 , 470.00019 , 524.75847 , -0.0575167 , 100.06149 , 101.57870 , 0.0 , 3529812.40000 , 3850000.00000 , 122946.85101 
Tue Sep 02 03:22:59 2014 , -11.472705195 , -0.0218627666241 , 470.00014 , 524.75999 , -0.05737505 , 99.60447 , 101.92634 , 0.0 , 3448000.00000 , 3706303.00000 , 122446.35308 
Tue Sep 02 06:26:34 2014 , -11.4726669352 , -0.0218627666241 , 470.00002 , 524.75824 , -0.05737505 , 99.33320 , 101.92400 , 0.0 , 3448000.00000 , 3600000.00000 , 122446.35308 
Tue Sep 02 09:30:09 2014 , -11.4726240842 , -0.0218627666241 , 470.00001 , 524.75628 , -0.05737505 , 99.36100 , 102.26199 , 0.0 , 3448000.00000 , 3600000.00000 , 122446.35308 
Tue Sep 02 12:34:15 2014 , -12.4946082724 , -0.0238097119846 , 470.00014 , 524.76940 , -0.05737505 , 99.51134 , 101.69900 , 0.0 , 3648000.00000 , 3706303.00000 , 122446.35308 
Tue Sep 02 15:37:49 2014 , -12.5032274387 , -0.0238261162274 , 482.00057 , 524.76985 , -0.05751299 , 99.00000 , 99.56499 , 0.0 , 3650000.00000 , 3849000.00000 , 122957.08927 
Tue Sep 02 18:41:31 2014 , -12.5032307744 , -0.0238261162274 , 482.00001 , 524.76999 , -0.05751299 , 97.90322 , 99.29689 , 0.0 , 3650000.00000 , 3670000.00000 , 122957.08927 
Tue Sep 02 21:45:06 2014 , -11.454003872 , -0.0218592090159 , 482.00000 , 523.98986 , -0.05737134 , 98.02600 , 99.88445 , 0.0 , 3448303.10000 , 3670000.00000 , 122456.59136 
Wed Sep 03 00:48:40 2014 , -11.453980264 , -0.0218592090159 , 482.00000 , 523.98878 , -0.05737134 , 98.42135 , 99.52000 , 0.0 , 3448303.10000 , 3670000.00000 , 122456.59136 
Wed Sep 03 03:52:21 2014 , -11.4539499959 , -0.0218592079861 , 482.00000 , 523.98742 , -0.05737134 , 99.37807 , 100.48953 , 0.0 , 3448303.00000 , 3448303.10000 , 122456.59136 
Wed Sep 03 06:55:57 2014 , -11.3758712168 , -0.0218766758377 , 470.00003 , 519.99999 , -0.05737134 , 98.42000 , 99.73068 , 0.0 , 3450000.00000 , 3670000.00000 , 122456.59136 
Wed Sep 03 09:59:37 2014 , -11.3756526688 , -0.0218766758377 , 470.00020 , 519.99000 , -0.05737134 , 97.50000 , 98.82911 , 0.0 , 3450000.00000 , 3670000.00000 , 122456.59136 
Wed Sep 03 13:03:11 2014 , -11.4541935074 , -0.0218592079861 , 470.00030 , 523.99856 , -0.05737134 , 97.40001 , 98.57293 , 0.0 , 3448303.00000 , 3669900.00000 , 122456.59136 
Wed Sep 03 16:06:46 2014 , -11.4542011582 , -0.0218592079861 , 470.00364 , 523.99891 , -0.05737134 , 97.20000 , 98.32644 , 0.0 , 3448303.00000 , 3450000.00000 , 122456.59136 
Wed Sep 03 16:19:13 2014 , -11.4541976607 , -0.0218592079861 , 470.00385 , 523.99875 , -0.05737134 , 97.20000 , 98.32648 , 0.0 , 3448303.00000 , 3450000.00000 , 122456.59136 
Wed Sep 03 17:53:13 2014 , -11.4541849824 , -0.0218592079861 , 470.00079 , 523.99817 , -0.05737134 , 97.20000 , 98.49286 , 0.0 , 3448303.00000 , 3450000.00000 , 122456.59136 
Wed Sep 03 20:56:53 2014 , -11.4541974421 , -0.0218592079861 , 470.00043 , 523.99874 , -0.05737134 , 97.00001 , 98.12899 , 0.0 , 3448303.00000 , 3450000.00000 , 122456.59136 
Thu Sep 04 00:00:33 2014 , -11.1896110099 , -0.0213546954824 , 470.00055 , 523.98832 , -0.05737134 , 97.88522 , 98.13691 , 0.0 , 3400000.00000 , 3450000.00000 , 122456.59136 
Thu Sep 04 03:04:12 2014 , -11.1895836759 , -0.0213546954824 , 470.00001 , 523.98704 , -0.05737134 , 95.00000 , 97.86478 , 0.0 , 3400000.00000 , 3600000.00000 , 122456.59136 
Thu Sep 04 06:07:52 2014 , -11.1898516773 , -0.0213546954824 , 475.00150 , 523.99959 , -0.05737134 , 92.57119 , 94.73129 , 0.0 , 3400000.00000 , 3600000.00000 , 122456.59136 
Thu Sep 04 09:11:29 2014 , -10.782978451 , -0.0209379019209 , 475.00160 , 514.99804 , -0.05736763 , 93.85345 , 94.60000 , 0.0 , 3361727.80000 , 3400000.00000 , 122466.82963 
Thu Sep 04 12:15:07 2014 , -9.84875106185 , -0.0191239863936 , 475.00447 , 514.99467 , -0.0572189 , 93.80202 , 95.19426 , 0.0 , 3201643.70000 , 3399991.00000 , 121966.34015 
Thu Sep 04 15:18:52 2014 , -8.18097669225 , -0.0158857281661 , 475.00642 , 514.98909 , -0.05695528 , 94.02459 , 94.87799 , 0.0 , 2950000.00000 , 3000000.00000 , 121155.17791 
Thu Sep 04 18:22:36 2014 , -8.32009087323 , -0.0158857281661 , 475.01001 , 523.74627 , -0.05695528 , 93.45000 , 94.96476 , 0.0 , 2950000.00000 , 3000000.00000 , 121155.17791 
Thu Sep 04 21:26:15 2014 , -9.01556995419 , -0.0172138280415 , 475.01001 , 523.73998 , -0.05711496 , 93.90501 , 95.55099 , 0.0 , 3049184.30000 , 3202000.00000 , 121665.90512 
Fri Sep 05 00:29:56 2014 , -9.01556479004 , -0.0172138280415 , 475.01001 , 523.73968 , -0.05711496 , 94.25464 , 95.78912 , 0.0 , 3049184.30000 , 3333333.00000 , 121665.90512 
Fri Sep 05 03:33:31 2014 , -10.3068201917 , -0.0196792968862 , 475.01001 , 523.73925 , -0.05711496 , 94.47000 , 95.75000 , 0.0 , 3250000.00000 , 3333333.00000 , 121665.90512 
Fri Sep 05 06:37:11 2014 , -7.97501249655 , -0.0152271414264 , 475.50000 , 523.73668 , -0.05695099 , 94.47500 , 95.40000 , 0.0 , 2903985.00000 , 3201643.50000 , 121165.4304 
Fri Sep 05 09:40:47 2014 , -7.97491062698 , -0.0152271414264 , 475.50000 , 523.72999 , -0.05695099 , 96.15666 , 97.46907 , 0.0 , 2903985.00000 , 3201643.50000 , 121165.4304 
Fri Sep 05 12:44:24 2014 , -6.88700631911 , -0.0131499190577 , 475.50000 , 523.72994 , -0.05659804 , 96.64494 , 97.99999 , 0.0 , 2765700.00000 , 2903985.00000 , 120164.46809 
Fri Sep 05 15:48:04 2014 , -6.88700697661 , -0.0131499190577 , 475.50000 , 523.72999 , -0.05659804 , 96.57000 , 97.99999 , 0.0 , 2765700.00000 , 2903985.00000 , 120164.46809 
Fri Sep 05 18:51:46 2014 , -6.88700658211 , -0.0131499190577 , 475.50000 , 523.72996 , -0.05659804 , 96.27854 , 97.36795 , 0.0 , 2765700.00000 , 2903985.00000 , 120164.46809 
Fri Sep 05 21:55:22 2014 , -6.88700434663 , -0.0131499190577 , 475.50000 , 523.72979 , -0.05659804 , 95.57000 , 96.67770 , 0.0 , 2765700.00000 , 2903985.00000 , 120164.46809 
Sat Sep 06 00:58:57 2014 , -5.76066939281 , -0.0109775130106 , 475.50000 , 524.76999 , -0.05659804 , 95.99380 , 97.28000 , 0.0 , 2634000.00000 , 2700000.00000 , 120164.46809 
Sat Sep 06 04:02:32 2014 , -5.76066939281 , -0.0109775130106 , 475.50000 , 524.76999 , -0.05659804 , 96.26815 , 97.34400 , 0.0 , 2634000.00000 , 2700000.00000 , 120164.46809 
Sat Sep 06 07:06:06 2014 , -4.55883987113 , -0.0086873105513 , 480.00065 , 524.76999 , -0.05639752 , 95.76424 , 97.34600 , 0.0 , 2508571.30000 , 2550000.00000 , 119684.46214 
Sat Sep 06 10:09:48 2014 , -2.30238370794 , -0.0043874148826 , 480.00294 , 524.77000 , -0.05598893 , 95.99714 , 97.17882 , 0.0 , 2300000.00000 , 2500000.00000 , 118683.48477 
Sat Sep 06 13:13:23 2014 , -2.30238366407 , -0.0043874148826 , 480.00666 , 524.76999 , -0.05598893 , 95.99713 , 96.62700 , 0.0 , 2300000.00000 , 2399999.90000 , 118683.48477 
Sat Sep 06 16:17:12 2014 , -2.00900014175 , -0.00382834411599 , 480.01086 , 524.77000 , -0.05598893 , 96.80471 , 98.15468 , 0.0 , 2275348.00000 , 2399979.50000 , 118683.48477 
Sat Sep 06 19:20:46 2014 , -0.604916045984 , -0.00120983209197 , 480.01495 , 500.00000 , -0.05598318 , 97.20922 , 99.20634 , 0.0 , 2166998.00000 , 2500000.00000 , 118693.73537 
Sat Sep 06 22:24:23 2014 , -1.90903688726 , -0.00381808904688 , 480.01786 , 499.99800 , -0.05598318 , 96.54511 , 99.20577 , 0.0 , 2275348.00000 , 2429999.90000 , 118693.73537 
Sun Sep 07 01:28:03 2014 , -1.90904452344 , -0.00381808904688 , 480.01978 , 500.00000 , -0.05598318 , 96.14682 , 99.18200 , 0.0 , 2275348.00000 , 2429999.90000 , 118693.73537 
Sun Sep 07 04:31:40 2014 , -1.90904452344 , -0.00381808904688 , 480.02127 , 500.00000 , -0.05598318 , 94.84428 , 96.84388 , 0.0 , 2275348.00000 , 2429999.90000 , 118693.73537 
Sun Sep 07 07:35:15 2014 , -2.18859266926 , -0.0043772081 , 480.02371 , 499.99740 , -0.05598318 , 93.57000 , 95.18003 , 0.0 , 2300000.00000 , 2500000.00000 , 118693.73537 
Sun Sep 07 10:38:56 2014 , -1.9090258148 , -0.00381808904688 , 480.02623 , 499.99510 , -0.05598318 , 94.70000 , 96.06978 , 0.0 , 2275348.00000 , 2500000.00000 , 118693.73537 
Sun Sep 07 13:42:33 2014 , -3.25262592564 , -0.006505341625 , 480.02843 , 499.99310 , -0.05621934 , 94.10000 , 95.63376 , 0.0 , 2400000.00000 , 2500000.00000 , 119313.5961 
Sun Sep 07 16:46:16 2014 , -3.14760089904 , -0.00627314779424 , 480.00001 , 501.75781 , -0.05617654 , 93.57000 , 94.72265 , 0.0 , 2389115.10000 , 2633999.40000 , 119224.94786 
Sun Sep 07 19:49:51 2014 , -3.41034250848 , -0.00649873755833 , 480.00001 , 524.77000 , -0.05596726 , 93.57501 , 95.82529 , 0.0 , 2400000.00000 , 2508570.80000 , 118724.45386 
Sun Sep 07 22:53:27 2014 , -4.56179981013 , -0.00863993616646 , 480.00000 , 527.98999 , -0.05617106 , 93.59201 , 95.82287 , 0.0 , 2508570.80000 , 2633999.30000 , 119235.18934 
Mon Sep 08 01:57:06 2014 , -4.93922027386 , -0.0094121622196 , 480.00000 , 524.76999 , -0.05617106 , 94.07000 , 95.37000 , 0.0 , 2550000.00000 , 2633999.30000 , 119235.18934 
Mon Sep 08 05:00:43 2014 , -4.93922027386 , -0.0094121622196 , 480.00000 , 524.76999 , -0.05617106 , 94.77000 , 95.90341 , 0.0 , 2550000.00000 , 2633999.30000 , 119235.18934 
Mon Sep 08 08:04:18 2014 , -4.54900992878 , -0.00863043546453 , 480.00000 , 527.08927 , -0.05636515 , 94.07000 , 94.57000 , 0.0 , 2508570.80000 , 2650000.00000 , 119745.91103 
Mon Sep 08 11:07:55 2014 , -6.23684607787 , -0.0120148125815 , 470.00000 , 519.09641 , -0.05636515 , 93.87000 , 94.00000 , 0.0 , 2700000.00000 , 2750000.00000 , 119745.91103 
Mon Sep 08 14:11:46 2014 , -6.88256934063 , -0.0130599207237 , 465.00353 , 526.99932 , -0.05672605 , 93.67000 , 95.22400 , 0.0 , 2765699.10000 , 2999900.00000 , 120767.37444 
Mon Sep 08 17:15:24 2014 , -5.86617060173 , -0.0120019768963 , 465.00693 , 488.76703 , -0.05654527 , 93.67000 , 95.05639 , 0.0 , 2700000.00000 , 2750000.00000 , 120266.89138 
Mon Sep 08 20:19:00 2014 , -5.57821861606 , -0.0115014904569 , 465.00967 , 484.99963 , -0.05654527 , 93.67000 , 95.70417 , 0.0 , 2670000.00000 , 2800000.00000 , 120266.89138 
Mon Sep 08 23:22:35 2014 , -5.31630388789 , -0.0108769820185 , 465.00046 , 488.76645 , -0.0565403 , 93.67000 , 95.70374 , 0.0 , 2633999.00000 , 2765698.90000 , 120277.1339 
Tue Sep 09 02:26:09 2014 , -5.31629714416 , -0.0108769820185 , 465.00289 , 488.76583 , -0.0565403 , 93.67000 , 94.63418 , 0.0 , 2633999.00000 , 2800000.00000 , 120277.1339 
Tue Sep 09 05:29:51 2014 , -4.31094856703 , -0.00882006403968 , 465.00263 , 488.76613 , -0.05635048 , 92.77809 , 93.57000 , 0.0 , 2520000.00000 , 2765690.00000 , 119776.64822 
Tue Sep 09 08:33:27 2014 , -5.31198032729 , -0.0108681217031 , 482.00000 , 488.76710 , -0.05653533 , 93.84300 , 94.49298 , 0.0 , 2633998.90000 , 2775689.90000 , 120287.37642 
Tue Sep 09 11:37:07 2014 , -4.53787548992 , -0.0085944614807 , 475.00000 , 527.99998 , -0.05634551 , 92.69033 , 94.06554 , 0.0 , 2508570.90000 , 2750000.00000 , 119786.89076 
Tue Sep 09 12:14:08 2014 , -4.53787448486 , -0.00859445957718 , 475.00000 , 527.99998 , -0.05634551 , 92.70412 , 94.07000 , 0.0 , 2508570.80000 , 2750000.00000 , 119786.89076 
Tue Sep 09 15:17:49 2014 , -3.40089405553 , -0.00644353015416 , 475.00000 , 527.79982 , -0.0561462 , 92.99401 , 94.07000 , 0.0 , 2400000.00000 , 2500000.00000 , 119286.40763 
Tue Sep 09 18:21:23 2014 , -3.2813600738 , -0.00621708079477 , 475.00001 , 527.79756 , -0.0561462 , 93.06601 , 94.24131 , 0.0 , 2389115.00000 , 2500000.00000 , 119286.40763 
Tue Sep 09 21:24:57 2014 , -3.10854039738 , -0.00621708079477 , 475.00000 , 500.00000 , -0.0561462 , 92.72671 , 94.27000 , 0.0 , 2389115.00000 , 2499999.00000 , 119286.40763 
Wed Sep 10 00:28:35 2014 , -3.10854033521 , -0.00621708079477 , 475.00001 , 499.99999 , -0.0561462 , 92.27000 , 92.80006 , 0.0 , 2389115.00000 , 2499999.00000 , 119286.40763 
Wed Sep 10 03:32:14 2014 , -1.57293910889 , -0.00314587821777 , 475.00001 , 500.00000 , -0.05571718 , 91.30001 , 92.57198 , 0.0 , 2250000.00000 , 2275347.10000 , 118285.42901 
Wed Sep 10 06:35:48 2014 , -4.206105062 , -0.008412210124 , 475.00001 , 500.00000 , -0.05613497 , 91.20000 , 92.11035 , 0.0 , 2500000.00000 , 2633998.60000 , 119306.89969 
Wed Sep 10 09:39:27 2014 , -2.41946669282 , -0.00483893338564 , 475.00158 , 500.00000 , -0.05592569 , 89.84150 , 90.28953 , 0.0 , 2325581.30000 , 2460000.00000 , 118806.40586 
Wed Sep 10 12:22:09 2014 , -1.56277026874 , -0.0031255406 , 475.00426 , 499.99999 , -0.05570595 , 89.60001 , 90.30000 , 0.0 , 2250000.00000 , 2389114.20000 , 118305.92115 
Wed Sep 10 15:25:46 2014 , -3.20649984212 , -0.0064129998125 , 475.00752 , 499.99999 , -0.05591994 , 90.03503 , 91.31307 , 0.0 , 2400000.00000 , 2508569.90000 , 118816.65645 
Wed Sep 10 18:29:20 2014 , -2.99359591492 , -0.00598719194958 , 475.00015 , 499.99999 , -0.05591446 , 89.31803 , 90.86939 , 0.0 , 2380000.00000 , 2388800.00000 , 118826.89796 
Wed Sep 10 21:32:56 2014 , -2.98870433728 , -0.00597740879411 , 475.00046 , 499.99999 , -0.05590898 , 88.05411 , 89.43599 , 0.0 , 2380000.00000 , 2508569.70000 , 118837.13947 
Thu Sep 11 00:36:32 2014 , -0.540320257217 , -0.00108064053605 , 475.00278 , 499.99999 , -0.05568924 , 86.60901 , 88.36696 , 0.0 , 2166996.70000 , 2389113.90000 , 118336.65483 
Thu Sep 11 03:40:09 2014 , -4.26344033319 , -0.00852688083692 , 475.00543 , 499.99999 , -0.05610703 , 88.15960 , 89.39354 , 0.0 , 2508569.80000 , 2520000.00000 , 119358.12527 
Thu Sep 11 06:43:47 2014 , -3.07393360249 , -0.00614786720499 , 475.00001 , 500.00000 , -0.05610703 , 88.57010 , 90.58682 , 0.0 , 2389113.80000 , 2530000.00000 , 119358.12527 
Thu Sep 11 09:47:24 2014 , -2.39448317117 , -0.00478896634234 , 475.00000 , 500.00000 , -0.05589775 , 89.08908 , 90.40882 , 0.0 , 2325581.30000 , 2389113.80000 , 118857.63154 
Thu Sep 11 12:51:07 2014 , -2.39448317117 , -0.00478896634234 , 475.00000 , 500.00000 , -0.05589775 , 88.57800 , 89.45001 , 0.0 , 2325581.30000 , 2508569.40000 , 118857.63154 
Thu Sep 11 15:54:54 2014 , -1.73375547192 , -0.00365001151983 , 465.00543 , 475.00000 , -0.05544728 , 88.85034 , 89.77900 , 0.0 , 2275345.00000 , 2275346.00000 , 117856.65585 
Thu Sep 11 18:58:39 2014 , 0.771531142002 , 0.00165917774814 , 465.00813 , 475.00000 , -0.05544728 , 88.14899 , 89.44835 , 0.0 , 2063806.10000 , 2100000.00000 , 117856.65585 
Thu Sep 11 22:02:21 2014 , -1.1430783741 , -0.00240648078757 , 465.01099 , 475.00000 , -0.05544728 , 87.57000 , 88.00137 , 0.0 , 2222000.00000 , 2275346.30000 , 117856.65585 
Fri Sep 12 01:05:56 2014 , -1.1430783741 , -0.00240648078757 , 465.01485 , 475.00000 , -0.05544728 , 87.57300 , 88.91599 , 0.0 , 2222000.00000 , 2275346.30000 , 117856.65585 
Fri Sep 12 03:37:26 2014 , -1.14062531975 , -0.00240131646264 , 465.01781 , 475.00000 , -0.05567197 , 88.45512 , 90.39890 , 0.0 , 2222000.00000 , 2389113.60000 , 118367.39216 
Fri Sep 12 06:41:03 2014 , -2.22752329899 , -0.00468952273471 , 465.02104 , 475.00000 , -0.05588596 , 88.21501 , 89.47399 , 0.0 , 2322000.00000 , 2500000.00000 , 118878.12733 
Fri Sep 12 09:44:49 2014 , -1.44502349767 , -0.00304362848888 , 465.02466 , 474.77000 , -0.05566047 , 87.66200 , 88.84485 , 0.0 , 2250000.00000 , 2389113.40000 , 118387.8934 
Fri Sep 12 12:48:26 2014 , -1.6869159944 , -0.00355312255281 , 465.02855 , 474.77000 , -0.05566047 , 87.62400 , 88.54799 , 0.0 , 2272000.00000 , 2389113.40000 , 118387.8934 
Fri Sep 12 15:52:01 2014 , -1.55556284571 , -0.00327645564318 , 465.03287 , 474.77000 , -0.05566047 , 88.54800 , 88.85270 , 0.0 , 2260000.40000 , 2375000.00000 , 118387.8934 
Fri Sep 12 18:55:37 2014 , -1.55556284571 , -0.00327645564318 , 465.03723 , 474.77000 , -0.05566047 , 88.05801 , 89.87588 , 0.0 , 2260000.40000 , 2342000.00000 , 118387.8934 
Fri Sep 12 21:59:13 2014 , -1.55556284571 , -0.00327645564318 , 465.04153 , 474.77000 , -0.05566047 , 87.91100 , 89.71017 , 0.0 , 2260000.40000 , 2342000.00000 , 118387.8934 
Sat Sep 13 01:02:50 2014 , -1.13023270575 , -0.00238058998199 , 465.04571 , 474.77000 , -0.05566047 , 88.17000 , 89.56671 , 0.0 , 2222000.00000 , 2260000.30000 , 118387.8934 
Sat Sep 13 04:06:26 2014 , -0.488164657415 , -0.00102821296143 , 465.04933 , 474.76999 , -0.05566047 , 88.50000 , 90.30115 , 0.0 , 2166996.20000 , 2300000.00000 , 118387.8934 
Sat Sep 13 07:10:02 2014 , 1.63046596738 , 0.00350598206 , 465.05257 , 474.77000 , -0.05518747 , 88.07000 , 88.30275 , 0.0 , 2000000.00000 , 2166996.10000 , 117386.90412 
Sat Sep 13 10:13:37 2014 , 2.10905601258 , 0.00453506792224 , 465.05500 , 500.00000 , -0.05493309 , 87.35294 , 89.12609 , 0.0 , 1965529.40000 , 2063805.80000 , 116886.41276 
Sat Sep 13 13:17:12 2014 , 2.10907542742 , 0.00453508002446 , 465.05804 , 499.99999 , -0.05493309 , 87.57000 , 88.30614 , 0.0 , 1965529.00000 , 2063805.80000 , 116886.41276 
Sat Sep 13 16:20:50 2014 , 3.57244943237 , 0.00752094601508 , 475.00001 , 499.99999 , -0.05492609 , 87.57000 , 88.38312 , 0.0 , 1871932.60000 , 1965529.20000 , 116896.64249 
Sat Sep 13 19:24:26 2014 , 3.90854888585 , 0.00822852362374 , 475.00002 , 499.99999 , -0.05465899 , 87.32901 , 89.14638 , 0.0 , 1850862.63700 , 1965529.20000 , 116396.1493 
Sat Sep 13 22:28:00 2014 , 6.59289564961 , 0.0138797800228 , 475.00001 , 500.00000 , -0.05437854 , 87.08400 , 89.49999 , 0.0 , 1697898.00000 , 1750000.00000 , 115895.66505 
Sun Sep 14 01:31:38 2014 , 6.59289564961 , 0.0138797800228 , 475.00001 , 500.00000 , -0.05437854 , 87.57000 , 89.49921 , 0.0 , 1697898.00000 , 1799999.90000 , 115895.66505 
Sun Sep 14 04:35:20 2014 , 9.90828580984 , 0.0208595486342 , 475.00001 , 500.00000 , -0.0534336 , 87.51401 , 89.40042 , 0.0 , 1540043.30000 , 1617045.40000 , 114414.66579 
Sun Sep 14 07:38:55 2014 , 8.23469552844 , 0.0173362007475 , 475.00001 , 500.00000 , -0.05405086 , 87.77001 , 89.17000 , 0.0 , 1617045.50000 , 1697897.50000 , 115436.12534 
Sun Sep 14 10:42:32 2014 , 13.5395472288 , 0.0285043093554 , 475.00001 , 500.00000 , -0.05306761 , 88.07000 , 89.16002 , 0.0 , 1396864.30000 , 1499999.90000 , 113944.90203 
